likes_list,Comments_list,Caption_list,hashtags_list,date_list,url_list
48,2,"Guess what? There's not only one, but TWO members of the week! Erin is our Director of Live Music and is responsible for conducting super fun events like the OBB virtual concert! We 💙 Erin",[],2020-09-08 21:22:30,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/119042132_357928621903653_2126332743204664740_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=amXhi1MMci8AX-EQhDS&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDluWYV_9pY70I59QaAPUjJExk4btvXp5vXQ2O9WVpwow&oe=6433F2AF&_nc_sid=86f79a
45,1,"Introducing our CAB member of the week! 
Hannah is our Director of Cinema (aka one of the key leaders in making Star Wars on the Field happen)!! With a major of Hospitality and Tourism Management, we know she'll do great things after GV!
We 💙 our Hannah!",[],2020-09-08 15:27:16,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/118787647_373422277159462_5958247745270807392_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=110&_nc_ohc=p0ttgnfetNUAX8ZScXR&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDZDsd6CcLfWmOLXsJGV5GfI5d-_XrwCuPTGbUgJ_UyHg&oe=642FEF8A&_nc_sid=86f79a
23,1,At 6:30pm on the Library's North Field!! 20 spots left! Want to tune in via Zoom? Go ahead! Zoom link will be posted!!,[],2020-09-03 21:53:03,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/118688969_770670010333826_6877244031964212158_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=QIfsK3gbEQgAX_58nt5&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAAHsPW65hDshLRsCqJ-9tho0ORNJDJD0LHdCFfPUN2cw&oe=64336BBE&_nc_sid=86f79a
32,0,"Hey Lakers! Ever wonder what it would look like if someone was hypnotized? Come find out! 
.
Prepare to be wowed on Thursday, September 3rd at 6:30pm on the Mary Idema Pew Library north lawn!",[],2020-09-02 17:39:21,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/118685787_1176683559369934_3903115831597981694_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=110&_nc_ohc=pJ4R95gUVOIAX_Iy-RC&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCB2lQZ9hI0vSl9gk0y9js9NxpPMBCDtn8Nj1mp4lvejQ&oe=64324EA7&_nc_sid=86f79a
26,0,Ready for a break from classes and homework? Grab your roommates and join us as we jam virtually with OBB! 🎵🎸🎤 TONIGHT at 7 PM with Q&A afterwards - link to join in bio!,[],2020-09-01 14:46:42,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/118594265_245613419953905_4741485747730866694_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=BN1s8FAoFYEAX9dTCDn&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC5XYGGIsPqYNYwdvaEXueU3yPqrp0Y4VeT1FB5tL0AdA&oe=6433FB74&_nc_sid=86f79a
57,0,Join us tonight on Zoom from 6-8 PM to learn more about getting involved with one of the coolest orgs on campus! Swipe right for directions and check out https://www.gvsu.edu/studentlife/laker-involvement-fairs-109.htm for more information!,[],2020-08-30 18:05:47,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/118488137_371494517178294_1219376809102317020_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=106&_nc_ohc=kuw2OsJIh8QAX--DGqr&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC-PO2BnkogcYo4r0fOIf6ktfdhkz79QUjHRl7k7EUXcQ&oe=6432282D&_nc_sid=86f79a
32,2,"Due to impending thunderstorms, tomorrow’s outside showing of The Rise of Skywalker has been cancelled. We apologize for the inconvenience, but encourage you all to RSVP for Sunday’s showing and stay tuned for other events in the future!",[],2020-08-27 20:01:50,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/118443978_303758180887392_1117813119716647303_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=WBy_y68L_E4AX_weHx9&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC-Sn6DWzhpkQmtka63Zyz4IJxLR7YB3rT6ujK6XNE2ow&oe=64320F0D&_nc_sid=86f79a
35,0,"What’s better than two nights of fun and Jedis? How about THREE?! 🌌💫 Grab your lawn chairs or drive on over and join us this Friday in Lot C for an additional showing of The Rise of Skywalker! Again, attendance is capped at 100 so please RSVP with the link in our bio!",[],2020-08-26 16:23:08,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/118473043_904193660090545_4552124170002009358_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=7s1PZe2pVywAX8ZKsmR&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCw0ir4snyNuyvFHgYa9nSUAuek7VgNL4cib9PQigSSKw&oe=64324259&_nc_sid=86f79a
65,2,"WELCOME BACK, LAKERS! 🌟⚓️💙 We’re ready to get this semester started by bringing back our Outdoor Movie in Lubbers! Join us this Saturday and Sunday as we venture out to our beloved field for a night filled with fun and Jedis! Attendance is capped at 100 students so please RSVP with the link in our bio!",[],2020-08-25 20:23:02,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/118286432_991972051266174_8043714293983428369_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=106&_nc_ohc=AqItoBpjH18AX8jhTE4&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC_dvBY9HSusi7WkTe-kQamzQUXR7Mhn3rbbEJ4EkE8gg&oe=6432AE28&_nc_sid=86f79a
73,1,Just had the first meetings with the CAB 2020/21 E-Board! We are so excited to start planning and working on events for the upcoming year!,[],2020-05-21 23:47:38,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/100496521_675757009943426_2753974391971892967_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=LhA7Fd48MRcAX_LnBlA&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDCpkMEGbdd7rVqKTyHWWXk8f89vDlBo4JwiLZejbVJSg&oe=6432A6D6&_nc_sid=86f79a
23,0,Check out what’s happening for our final week of Online April!,[],2020-04-20 15:52:29,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/93849536_158386018898915_7334097690714800879_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=3eA_EA3THukAX99q7Et&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAn-KVWdbvHJxz-Iu8Pp-Ib5LVPZcHfHRtVMg5LNulfSQ&oe=64337531&_nc_sid=86f79a
68,1,Happy Senior Sunday everyone! We would like to take a moment to recognize the seniors on our board who put in so much time and effort over the years. We are incredibly proud of each of these student leaders and all they have achieved. Congratulations to our seniors! #Lakerforalifetime,['lakerforalifetime'],2020-04-19 14:19:19,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/93482191_869455986857105_5086494050963894038_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=105&_nc_ohc=7XyjEFV4kmQAX8BBBh5&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA9DCMgXSJ7jn_kl2wEyw0FBunnPbD3KY2yAPpFF9k5Ug&oe=6433A4E9&_nc_sid=86f79a
23,0,Another week of Online April begins! Check out our story for a new activity every week day.,[],2020-04-13 14:53:41,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/93269552_249951396185282_5775146878371852335_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=ePzmze0wEmgAX9pyUzw&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB8BRz2_tzqPZ64Cawk-S8M01voABuekSJnWVNVGkHvWg&oe=6432AC4B&_nc_sid=86f79a
26,0,Want to make your voice heard and decide CAB's future events and operations? Take this quick student survey telling us your preferences! (Link in bio),[],2020-04-06 19:19:52,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/92471542_237099194343174_3275433868078684834_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=106&_nc_ohc=mCN8jo3suUkAX_iGkeL&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAam50NPU8EmP1TQkIr8bjfzGg199EoEH4l-ZWCv-uWBg&oe=64328986&_nc_sid=86f79a
40,0,Get ready for another week of Online April!,[],2020-04-05 23:09:23,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/91862715_626000774645921_1032625809435430781_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=105&_nc_ohc=rb6L1IS5GDUAX92NKYI&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCE0CKzw5h4jocl4bQNS2oDXQgMKRlcEFbw0sk8TRFvbA&oe=64322FB0&_nc_sid=86f79a
35,0,"CAB is going virtual! Check our story every week day in April for a new activity. Stay safe, stay home, stay involved!",[],2020-03-31 21:09:36,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/91707474_3172980882766718_4976137484532233298_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=6nio5pyrYfgAX-2TN6J&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCzMWx_2FKfRUUeDIPNQg1JXJ0KCw6M30G_oAfMYbRcmA&oe=64338245&_nc_sid=86f79a
84,1,"Please see the following announcement regarding COVID-19 related closures from our CAB President, Jess Fillmore.",[],2020-03-17 18:25:20,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/90091297_212429866514044_7857093339239068015_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=_jayPHFdAxoAX9OTanb&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAsquBHGAjYqgcIRKY5xM_BzXLZmfDmb-8TuZtotbR6hg&oe=64321AD1&_nc_sid=86f79a
41,1,Stay safe and make sure to properly wash your hands! For more info please visit http://gvsu.edu/coronavirus,[],2020-03-12 19:48:46,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/89265144_3209461082420029_7406997167434432108_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=Y-nuWdN-XLkAX-cFs-M&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAcH1RuyaxfFSl3_c-g9qsN6i3jMHfvcIzv6a26TYQ-UA&oe=6432193E&_nc_sid=86f79a
88,1,Today we are honored to celebrate International Women's Day! CAB is proud to have such a strong team of female leaders who dedicate their time and energy towards creating impactful programs for the GVSU community. #internationalwomensday,['internationalwomensday'],2020-03-09 00:20:41,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/89378926_888920254880259_55542843342851191_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=103&_nc_ohc=3RvgrpHSfMUAX-yaFXF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAeSu1pxFIEcWLu40D3ASohmIWK7l6YEHC4ZWEjp9vtIw&oe=64323D23&_nc_sid=86f79a
35,0,Do you like live music? Then come on out and jam with the awesome band Sawyer on March 11th at 8 p.m. in Area 51. Bring your friends because you won't want to miss out on this super fun event and FREE snacks!,[],2020-03-02 15:01:33,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/83633540_233104541063170_6344813982971736962_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=110&_nc_ohc=YZ2wHSiGeG0AX-9P4qj&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDXV2FoVU9JCyzR4_ppQYrMJV4qsTzRZdXg7drCh8JGHg&oe=643225B4&_nc_sid=86f79a
23,0,"Join us at our Women's History Month Wellness Retreat! This event will have a trivia game, coloring, painting, chicken wings, cake, and the movie Bombshell! We will also be giving the first 50 people in attendance an event goody bag (due to limited supplies). *Bombshell movie trigger warning: this movie discusses sexual harassment",[],2020-02-28 16:52:45,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/88197167_635077550639156_2327836842522216634_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=cO4QTrS1JnsAX-HWpBS&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCWaJd51xpZKORH7KznKlI-ORLxCdPWqF9zFRcj5UYYRA&oe=64326C99&_nc_sid=86f79a
279,21,"Introducing your Spring Concert 2020 headliner!! We’ll see you at the Fieldhouse on April 2, 2020. Tickets go on sale Friday at 10am!",[],2020-02-27 17:24:33,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/87326811_211813193353988_4781572822448159552_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=i7m98nbd5XsAX9m45_y&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDmfUopmnQMKo0mliep0HqboppvnOG7Q3zWa7qZDuIPHg&oe=6433744F&_nc_sid=86f79a
33,3,"Here’s your fourth and final clue. Any guesses?

Check back tomorrow morning for the official announcement!",[],2020-02-27 03:00:16,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/87817376_2260877267550342_1642158887413840573_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=106&_nc_ohc=QmEL9SzV9aAAX-fBxde&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA56gxVjNzwvaAIG0tOD7HQs66pRR5arJMRK7hKXdR7DQ&oe=64321C50&_nc_sid=86f79a
22,4,Clue number 3. Have you figured it out yet?,[],2020-02-27 01:15:22,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/84436361_938544649897888_2449588663389918171_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=i_UlyNCZsfQAX9EWR01&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAQ_kQ2fhj63H932WMH9GBjZFv21C9prt1PPUEZaNs_1w&oe=64336B00&_nc_sid=86f79a
46,2,Here’s your second clue! Keep your eyes out for a few more…,[],2020-02-26 23:00:26,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/87426153_247283169600998_3662159381204003430_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=9UBGyMCsnGQAX-e3zYs&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCFQ-sM0RQaqQluSSn9Hb4mkW5-ztnBxWpgdRF-B2e9RA&oe=64339799&_nc_sid=86f79a
37,3,"It’s that time of year again, Lakers! Here’s your first clue about our Spring Concert performer this year.",[],2020-02-26 19:42:19,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/87645656_206955124013635_7824288768548089551_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=2h0Qph12B7oAX8D4Omd&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAS1nqF-vcz0-BlLbKG-SSbPAUm1DQTRaAvIrzN69q2FA&oe=6432D3CD&_nc_sid=86f79a
96,0,A special shoutout to our amazing friends at @wmucab! Thank you all for being so lovely and welcoming this past weekend!,[],2020-02-26 05:05:43,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/84346896_3396861376996069_2142608628265713533_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=LpoWLpzH69oAX_yQiiX&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBRHhH7CM4aJaN-zytJRkO-KFXJMKgYFVfxvD6j4zUjpQ&oe=6433A554&_nc_sid=86f79a
91,3,That concludes our memorable NACA experience! Thank you so much @thenaca for putting on such an amazing conference!,[],2020-02-26 05:03:25,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/87670422_691607101376378_7271952305396915975_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=BX2Ij-PJPwEAX-5WuS-&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBYOYC3qwipGH26LbRp7YbN7e6kCsHGWquHcUzFAN2ZMw&oe=6432CB90&_nc_sid=86f79a
26,0,"We have access to FREE movie tickets to the the AMC Star Grand Rapids showing of I STILL BELIEVE on March 4th OR 10th! Here are the links to sign up for either date.

3/4: http://ow.ly/aAyl50ytEmv
3/10: http://ow.ly/MWHk50ytEkU",[],2020-02-23 18:12:48,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/84334255_1125970167796274_2125834051149295889_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=r-eqG8aPj6YAX_Crs5R&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAS_jWX1dFp30U2zPaZUSVNTTt6nVkXRKWp3cwp6okXxA&oe=64327DD9&_nc_sid=86f79a
25,0,"Are you interested in joining the Campus Activities Board as a director for the 2020/21 year? Join us at CAB info night where we will talk applications, interviews, and all things CAB! Applications are due February 28, and can be found on our website. Pizza will also be provided!",[],2020-02-23 15:30:28,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/87222102_343248553299645_6011375962453484582_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=Z7CF3fOEPZ0AX90YewC&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAXmQ17coba4tV9ZxCg_LikAjQLGp9j1o44rK3coE-Epg&oe=643234BB&_nc_sid=86f79a
44,23,"Sibs and Kids Weekend starts NOW!! To kick off the fun, we’re doing an Angry Bird giveaway!! To be entered, comment on this post 💭
*must be following to win*",[],2020-02-21 22:00:57,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/87231616_175618847068042_9051830160587463285_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=110&_nc_ohc=CacVLG2TuK8AX9oTGBG&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA6q0GOd6UW7B7x-xaRU1A8kINuo28UgZBseiXgdfwCig&oe=643270F5&_nc_sid=86f79a
43,2,We have access to FREE tickets to the AMC Star Grand Rapids showing of I STILL BELIEVE this March 4th. Ticket link in bio!,[],2020-02-17 21:03:10,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/84843427_640790209828819_2928089056660542337_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=8Lw8Aw9xcfMAX8sPLxf&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAIJUdivUn7UXRVEa6V5NLLDH9c_aTvAXDaP06QPiwCPg&oe=64328D33&_nc_sid=86f79a
58,1,What's better than Pancakes and Puppies? This dynamic duo is part of Sibs and Kids Weekend coming up on Feb. 21-23. Today is the LAST day to register online! gvsu.edu/sibsandkids,[],2020-02-14 14:22:06,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/84711188_892173114536344_1070238132257520917_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=EnSeRnFsnxYAX_mdmUA&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBgg6zgeZSn3wp-cDFpZ61eB3yS0Kx3mf8MSL9LNXh_OQ&oe=64339726&_nc_sid=86f79a
37,0,"Paint your next masterpiece, treat yourself to a spa night, share a laugh with your friends at a comedy show, and more! Sibs and Kids Weekend is Feb. 21-23 and you can register at gvsu.edu/sibsandkids",[],2020-02-11 14:28:10,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/84003062_193811061834004_6633776200482046622_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=vyo3BmeJBlUAX-6v5xd&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAykSODOSWBXrzkqij-XMBfqW_x41XAQlT6EikSPweGyg&oe=64327FC4&_nc_sid=86f79a
37,0,"Sibs and Kids weekend is right around the corner! Be sure to get your tickets before registration closes this Friday, February the 14th. Link in bio for more information!",[],2020-02-10 20:30:22,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/83800072_890452484738182_2233461766768789379_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=110&_nc_ohc=OTmU7RjQQfEAX91rMSm&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBlB54q3k8OZifbzqgTOARTSGd1rm0PG5CpyoDTuw5UdQ&oe=64324E3E&_nc_sid=86f79a
49,0,"Do you like free food, comedy? Then come on out to CAB's Galentines Day on February 13th at 7pm in Kirkhof Grand River Room! We'll have wings, mozzarella sticks, and ice cream for you to eat while you laugh with your friends to the comedian Jessimae Peluso!",[],2020-02-10 16:30:44,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/84723352_884255468699219_2572978702069081711_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=ZDJTpBXV0H0AX_et1Zu&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBoF9qQqoXjlSG40nyT8Zhm8dUvWTufv21f5iPpA1dMHg&oe=643349BC&_nc_sid=86f79a
30,0,"Our member of the week is Ella Warolin! Ella is our Director of Graphic Design. She has been working extremely hard on all the graphics for Presidents' Ball, Sibs and Kids weekend and the graphics for the rest of our events. We 💙 Ella!",[],2020-02-07 21:11:52,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/82295337_559417124652393_8935928715339660420_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=xX3f8GBccXUAX-PWS8p&edm=APU89FABAAAA&ccb=7-5&oh=00_AfATKkn8SixsqU4qgeO3mp7ogRwBBOxdmBVRJCA3vRjK2Q&oe=6433A644&_nc_sid=86f79a
24,0,"Are you interested in getting involved on campus, enjoy planning events and meeting new people? If so,  join the Campus Activities Board!!! Applications for director positions are open on our website. Link in bio!",[],2020-02-06 16:00:51,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/83385876_543772406344878_7007133008039219800_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=106&_nc_ohc=l6GQK_CgLZEAX9t1V4j&edm=APU89FABAAAA&ccb=7-5&oh=00_AfANv5jL1WpIpveQq0MtOVIhjYUri4JwPuJ3WGdqAUaGxg&oe=6433E68D&_nc_sid=86f79a
62,0,"Puppies, Baby Yoda, ~and~ Pancakes??? Now that we have your attention, GVSU's annual Sibs and Kids Weekend is coming up, and we've got something for everyone with 10+ events!
Register here - https://www.gvsu.edu/sibsandkids/registration-information-19.htm
Full schedule here - https://www.gvsu.edu/sibsandkids/event-schedule-24.htm",[],2020-02-03 16:00:50,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/82695418_479555706270549_3389157422724698174_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=i1lnXZuO8tIAX_uZjqq&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDjQpcyYGQw1aZfB9SzDtUO-32ZRLOMtWwDFkAgsSd08w&oe=64324DD5&_nc_sid=86f79a
39,0,"Tickets for Presidents’ Ball 2020 are going quick, get them before they’re gone!",[],2020-01-27 21:46:07,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/81697559_195368938283660_9050711129870427003_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=aatcRKrfIPgAX_Xjolq&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCn15CCMYnc9VXjVZsq4G00g7X4pyclNm2R-RVbnBzZ9g&oe=6433B3AA&_nc_sid=86f79a
29,0,"Do you like live music? Then come on out and jam with the awesome band Drakeford on February 4th. 8pm in Area 51, bring your friends because you won't want to miss out on this super fun event and FREE snacks!",[],2020-01-27 16:00:55,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/83618495_788553658313958_2405616537291604095_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=106&_nc_ohc=eMYHmGqJRQIAX89hZV0&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCloHTetinp2B2Ht4Jo8k0Ysj9W2pUkJ46XFmaMAWcpag&oe=643355CE&_nc_sid=86f79a
69,18,"Want some free CAB goods? Well if you do, follow CAB and tag someone who you would like to bring along to our Coffeehouse event! You will have a chance to win a CAB blanket and a CAB mug! Winner will be announce at the event!",[],2020-01-27 15:01:06,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/83307657_202809334099229_8744512511749498900_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=105&_nc_ohc=O9YESZFSGPoAX_qgFIn&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCHiSSkeJV2nB-G4fVddTlCsX30hsYtxPei9c30JHrRLg&oe=64336AF8&_nc_sid=86f79a
41,0,Our member of the week is Sydney Brzezinski! Sydney is our Presidents' Ball Director. Her big event is coming up on Jan. 31st! Get your tickets at gvsu.edu/presidentsball We 💙 Sydney!,[],2020-01-24 20:03:22,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/81779851_214512836253639_8433259951615081082_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=103&_nc_ohc=VEOosW5MHTQAX9LzXSS&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAzN7wLUOmRXkvyTsNhHtRStS28mzFU0KPtZnasMTGYdQ&oe=6433A1E2&_nc_sid=86f79a
67,0,"Registration for Sibs and Kids is now open! Only $5 a person to get into every event. Registration closes February 14th! For more information, visit gvsu.edu/sibsandkids",[],2020-01-24 15:01:37,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/81487229_172558957396855_8000436104144393853_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=kzpGhV4I4BAAX_NIbdS&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBcYA5FQyDtGH8hy6_Xu47PeuPy4HPWl3miq2birMaXSg&oe=64329741&_nc_sid=86f79a
